CCLE-ID,17-AAG,AEW541,AZD0530,AZD6244,Erlotinib,Irinotecan,L-685458,LBW242,Lapatinib,Nilotinib,Nutlin-3,PD-0325901,PD-0332991,PF2341066,PHA-665752,PLX4720,Paclitaxel,Panobinostat,RAF265,Sorafenib,TAE684,TKI258,Topotecan,ZD-6474
JHH4_LIVER,0,0.072545171,0,0,0,0.965355888,0,0,0,0,0,0.656243354,0,0,0,0.383930683,0.986186908,0.991112813,0,0,0,0,0.985752651,0.590846419
JHH5_LIVER,0.997730217,0.563121677,0.758947417,0.955358678,0.865225643,,0,0,0.928861544,,0,0.9639076,,0,0,0,0.998874337,0.995100536,0.66168648,0,0.531960636,0,0.988551956,0.87200366
JHH6_LIVER,0.97202684,0,0,0,0,0.613233805,0,0,0,0,0,0,0,0,0,0,0.997480017,0.978033638,0,0,0,0,0,0
JHH7_LIVER,0.988979383,0.774217114,0,0.478641331,0,,,0,0.384403706,,0,0.940449145,,0.225391448,0,0,0.999623353,0.992915231,,0.476377845,0.826808393,0.78414768,0.878427729,0
JHOC5_OVARY,,,,,,,,,,,,,,,,,,,,,,,,
JHOM1_OVARY,,,,,,,,,,,,,,,,,,,,,,,,
JHOM2B_OVARY,,,,,,,,,,,,,,,,,,,,,,,,
JHOS2_OVARY,0.981873088,0.378025413,0,0,0,,0.135821104,0,0,0,0,0,0,0,0,0,0.996973767,0.982425053,0,0,0.450931668,0.130133867,0.926678047,0
JHOS4_OVARY,0.803627789,0.568431288,0,0,0,,0,0.95890614,0.073954582,0.464040399,0,0,0,0,0,0,0.998902342,0.979589131,0.611017257,0,0.417066932,0,0.8372152,0.77451174
JHUEM1_ENDOMETRIUM,,,,,,,,,,,,,,,,,,,,,,,,
JHUEM2_ENDOMETRIUM,0.993966981,0,0,0,0,,0,0,0,,0.005201757,0.370653689,,0.351067662,0,0,0.99917721,0.997525323,,0,0.489569545,0.598658949,0.98959119,0.612686813
JHUEM3_ENDOMETRIUM,,,,,,,,,,,,,,,,,,,,,,,,
JHUEM7_ENDOMETRIUM,,,,,,,,,,,,,,,,,,,,,,,,
JIMT1_BREAST,,,,,,,,,,,,,,,,,,,,,,,,
JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,,,,,,,,,,,,,,,,,,,
JK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,,,,,,,,,,,,,,,,,,,
JL1_PLEURA,,,,,,,,,,,,,,,,,,,,,,,,
JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.860084504,0,0,0,0,,0,0,0,0.037461996,0,0,0,0,0,0,0.998129736,0.995998117,0,0,0,0,0.977921998,0
JMSU1_URINARY_TRACT,0.99438937,0.688446105,0,0.36097008,0.618204266,0.980214594,0.384932995,0,0,0.373547375,0,0.822395146,0,0.244256437,0,0.371532857,0.998569357,0.993011543,0.974044398,0.515381396,0.941814605,0.956093926,0.986275531,0.718718767
JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.896338552,0.337153733,0.586556345,0,0.238674939,0.992809865,0.319124043,0,0.15371424,0,0,0,0.705289543,0.789132655,0.47234863,0.530138046,0.9996875,0.997216214,0.955423828,0.509991527,0.788321287,0.799968109,0.99348413,0.708549112
JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,,,,,,,,,,,,,,,,,,,
JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,,,,,,,,,,,,,,,,,,,
JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.990456664,0.048502743,0,0,0.50348261,0.997633439,0.96375887,0,0,0.713310278,0.966000603,0,0.945599951,0.380266726,0,0.534112662,0.999682173,0.997898643,0.983744165,0.126612365,0.837440103,0.82988295,0.997875892,0.660932064
K029AX_SKIN,0.985098099,0.439580977,0,0.942606464,0,0.95792691,0,0,0.194445908,0,0,0.989973965,0,0.043079138,0.018725157,0.736176342,0.999682173,0.994368733,0.911667645,0,0.33771354,0.393750846,0.916126765,0.270290494
K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,,,,,,,,,,,,,,,,,,,
KALS1_CENTRAL_NERVOUS_SYSTEM,0.98878055,0,0,0,0,0.880058289,0,0,0,0,0,0.629175454,0,0,0,0,0.999338089,0.98318927,0.963689603,0,0.62221238,0,0.937660612,0
KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.973830201,0,0,0,0,,0,0,0,0,0,0.919421844,0.080687225,0.696789265,0.619270235,0,0.997948843,0.992215294,0.445268333,0,0.980497645,0,0.921680793,0
KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.974422401,0.583739549,0,0,0,0.978368834,0.452262759,0,0,0,0,0,0,0,0.257729709,0,0,0.996513251,0.890824027,0,0.691427797,0,0.988292475,0
KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.930429675,0.935531654,0,0.988466167,0,0.730150938,0.779939115,0,0,0,0,0.998039058,0.872041017,0.203429043,0,0,0.999601264,0.997041748,0.477414489,0.746801117,0.93945105,0,0.856400132,0
KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,,,,,,,,,,,,,,,,,,,
KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.996609906,0.164487481,0,0,0,0.994727476,0.262763918,0,0,0.067015052,0.299431861,0,0.303787649,0.458012939,0,0,0.999597225,0.999041871,0.852019817,0.136391699,0,0.620193183,0.99385162,0
KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,,,,,,,,,,,,,,,,,,,
KATOIII_STOMACH,,,,,,,,,,,,,,,,,,,,,,,,
KCIMOH1_PANCREAS,0.982985061,0.779055029,0.594768405,0.756834924,0.783729464,,0,0,0.2976107,,0,0.950912222,,0.343477249,0,0,0.999682173,0.991175665,,0,0.803682074,0.528460503,0.741611123,0
KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.986536971,0.145287275,0.931080669,0.939678505,0,0.983823383,0.28753686,0,0.024031937,0.998281659,0,0.993205998,0.492937923,0.842402175,0,0,0.9996875,0.998143847,0.819645748,0.548520953,0.716741473,0.375046849,0.988764337,0.790659294
KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,,,,,,,,,,,,,,,,,,,
KE39_STOMACH,0.984339796,0.563329667,0,0,0,,0,0,0.492992461,0.401026905,0,0.248505175,0.557270914,0.274381757,0,0,0.999161863,0.992668212,0.12756443,0,0.804212138,0,0.695093721,0.723087549
KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.984550784,0,0.061163485,0,0.286211312,0.996664662,0.274370611,0,0,0,0.520505786,0,0,0.126572132,0,0.315526962,0.999682173,0.998757796,0.964316115,0.432668686,0.767769128,0.816019118,0.995106252,0
KELLY_AUTONOMIC_GANGLIA,0.721932352,0,0,0,0,,0,0,0,,0,0,,0.728108458,0,0,0.989316767,0.995149959,,0,0.565076947,0,0.981714509,0
KG1C_CENTRAL_NERVOUS_SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,
KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.994113739,0.669926896,0,0.824634507,0,0.968647265,0,0,0,0,0,0.953566977,0,0.775286751,0,0,0.993274739,0.997674166,0.945638377,0,0.905864522,0.943014104,0.967830382,0.907015741
KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.979040066,0.969174815,0,0,0,0.991044289,0.474847317,0,0,0.709771125,0,0,0,0.591769308,0.582529217,0,0.999682173,0.997639467,0,0.498099208,0.987222295,0,0.994473288,0
KIJK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,,,,,,,,,,,,,,,,,,,
KLE_ENDOMETRIUM,0.884040464,0,0,0,0,0.877098277,0,0,0,0,0,0,0,0,0,0,0,0.992197095,0,0,0,0,0.02383697,0.517060965
KLM1_PANCREAS,,,,,,,,,,,,,,,,,,,,,,,,
KM12_LARGE_INTESTINE,,,,,,,,,,,,,,,,,,,,,,,,
KMBC2_URINARY_TRACT,0.992325365,0,0,0.239598334,0,0.895723648,0,0,0,0,0,0.856807649,0,0,0,0,0.996738084,0.993188232,0.486936033,0,0,0,0.874403313,0
KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,,,,,,,,,,,,,,,,,,,
KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.976208409,0.824292049,0,0,0,0.975204667,0.372507155,0,0.597887546,0.635366589,0,0.858864844,0.072245956,0.535663098,0.90989218,0,0.9996875,0.997660477,0.460214794,0.650326133,0.932675421,0,0.971267724,0
KMRC1_KIDNEY,0.961278569,0,0.502459496,0,0,0.942697205,0,0,0,0,0,0,0,0,0,0,0.981628072,0.974727824,0,0,0.157243013,0.768342793,0.837252706,0
KMRC20_KIDNEY,,,,,,,,,,,,,,,,,,,,,,,,
KMRC2_KIDNEY,0.715572923,0.93968314,0,0,0,0.639604449,0,0,0,0,0,0,0,0,0,0,0.998013713,0.979161741,0,0,0.649061531,0,0,0.591085196
KMRC3_KIDNEY,,,,,,,,,,,,,,,,,,,,,,,,
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.995804413,0.965057112,0,0,0,0.947791696,0,0,0.02551508,0.472316206,0,0,0.690730184,0.253452897,0,0,0.9996875,0.997655404,0,0.376379848,0.967944827,0.843516707,0.903315879,0
KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.984384958,0.320806247,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.999669758,0.999515767,0.939359587,0,0.77431421,0,0.966470607,0
KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,,,,,,,,,,,,,,,,,,,
KMS20_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,,,,,,,,,,,,,,,,,,,
KMS21BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,,,,,,,,,,,,,,,,,,,
KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.970348043,0.918571957,0,0,0,0.989652569,0.130334318,0,0.158472002,0.249831617,0,0,0.790954948,0.640461564,0.102593958,0,0.999559468,0.999436948,0,0.100786209,0.902769253,0.45747149,0.991547957,0.589637846
KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,,,,,,,,,,,,,,,,,,,
KMS28BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,,,,,,,,,,,,,,,,,,,
KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.978569269,0.93946128,0,0,0,0.994951705,0.86766091,0,0.357426286,0.562564284,0,0,0.811915487,0.395062566,0,0,0.998176882,0.998314858,0.887813584,0.530924141,0.965667412,0.274426341,0.99255803,0
KNS42_CENTRAL_NERVOUS_SYSTEM,0,0.214692116,0,0,0,0.906624965,0,0,0,0,0,0,0,0,0,0,0.999372968,0.974700244,0.27431488,0,0.328833759,0,0.814047188,0
KNS60_CENTRAL_NERVOUS_SYSTEM,0.993067252,0,0,0,0,0.945452672,0,0.909953691,0,0,0,0,0,0,0,0,0.999420726,0.995034692,0,0,0.119634748,0,0.980494648,0
KNS62_LUNG,0.927898876,0,0,0,0,,0,0,0,,0,0.850640386,,0,0,0,0.999,0.990042269,0,0,0,0,0.788118422,0
KNS81_CENTRAL_NERVOUS_SYSTEM,0.967861995,0.245323777,0,0,0,0.972623283,0.911260028,0,0,0,0,0,0,0,0,0,0.995805251,0.981439143,0.659982741,0,0.673285604,0,0.941515297,0
KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.918389127,0.152779681,0,0.996720599,0,0.987591188,0.940407012,0,0,0,0,0.999407714,0.793159053,0.702016383,0,0,0.997537874,0.998294021,0.968394674,0.966362455,0.806288362,0.832723156,0.99280633,0
KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,,,,,,,,,,,,,,,,,,,
KP1NL_PANCREAS,0.837275207,0,0,0,0,0.795333624,0,0,0,0,0,0,0,0.049700558,0,0,0.997758698,0.979213215,0.241534948,0,0.407842755,0,0.757260382,0
KP1N_PANCREAS,0.84935458,0,0,0,0,0.807288602,0,0,0,0,0,0,0,0,0,0,0.998444257,0.977511235,0.238206983,0,0.593970805,0,0.697515011,0
KP2_PANCREAS,0.995227635,0.128783166,0,0.948521197,0,0.8001616,0,0,0,0,0,0.995789498,0,0.348900795,0,,0.998793454,0.989330872,0.465134323,0,0.837317705,0,0.817981318,
KP3_PANCREAS,0.979156299,0,0.56066519,0,0,0.733373225,0,0,0,0,0,0.727128744,0,0,0,0,0.996563502,0.979437755,0.689454317,0.355449021,0.720793784,0,0.905586459,0
KP4_PANCREAS,0.99290434,0.405189753,0,0,0,0.967949752,0.207809925,0,0,0,0,0.653188169,0,0.882741846,0.865767002,0,0.999580536,0.987956648,0.678824157,0.498353601,0.718411803,0.346485853,0.913278394,0
KPL1_BREAST,,,,,,,,,,,,,,,,,,,,,,,,
KPNRTBM1_AUTONOMIC_GANGLIA,,,,,,,,,,,,,,,,,,,,,,,,
KPNSI9S_AUTONOMIC_GANGLIA,0.989669722,0.871220678,0.251788139,0.965884019,0,0.996419235,0,0,0,0.323398948,0.467380881,0.987657916,0.83503516,0.680467844,0,0,0.999449326,0.996210571,0.764137879,0.295979559,0.889518179,0.375977397,0.996977762,0
KPNYN_AUTONOMIC_GANGLIA,,,,,,,,,,,,,,,,,,,,,,,,
KS1_CENTRAL_NERVOUS_SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,
KU1919_URINARY_TRACT,,,,,,,,,,,,,,,,,,,,,,,,
KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.983798763,0,0.941039,0.977400066,0.366862178,0.943801727,0,0,0,0.997897222,0,0.994738561,0.218362927,0.763670012,0,0,0.9996875,0.995910365,0.861882612,0,0,0.711067796,0.961220827,0.943440575
KURAMOCHI_OVARY,0.958386152,0.633766681,0,0,0,0.76976189,0,0,0,0,0,0,0,0,0.502459496,0,0.992997572,0.985211894,0.090380132,0.926849675,0.86102277,0,0.891247526,0.723911583
KYM1_SOFT_TISSUE,0.988938168,0,0,0,0,,0,0.992196975,0,,0,0.757729769,,0,0,0,0.999419389,0.998336463,,0,0.837678109,0.90288997,0.936572924,0
KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,,,,,,,,,,,,,,,,,,,
KYSE140_OESOPHAGUS,0.879752711,0.754620984,0.811519876,0,0.922795296,,,0,0.913883753,,0,0.736848235,,0,0,0.1493451,0.99682631,0.985305645,,0,0.24218297,0.768765882,0.866000903,0.818883643
KYSE150_OESOPHAGUS,0.989886877,0,0,0,0.349310756,,0,0,0,,0,0,,0,0,0,0.997986865,0.977083325,0.178121269,0,0,0,0.519857138,0
KYSE180_OESOPHAGUS,0.99057815,0.548396081,0.627060503,0,0.796187013,,,0,0.890469581,,0,0,,0,0,0,0.998995668,0.987138798,,0,0.677670062,0.363018453,0.946028099,0.425114989
KYSE270_OESOPHAGUS,,,,,,,,,,,,,,,,,,,,,,,,
KYSE30_OESOPHAGUS,0.898564406,0,0,0.924477428,0,0.90146561,0,0,0.01763922,0,0,0.989486251,0,0,0,0,0.999102813,0.98393655,0,0,0.497705817,0,0.919436693,0
KYSE410_OESOPHAGUS,0.966344692,0.715830594,0,0,0.386810422,0.982498723,0,0,0.523940653,0.358895361,0,0,0,0,0,0,0.997006456,0.998318581,0,0,0,0,0.556256384,0.244511843
KYSE450_OESOPHAGUS,0.911225535,0,0.509810835,0,0.824871421,,0,0,0.678182125,,0,0.21592164,,0,0,0,0.998289665,0.978412984,,0,0,0,0.426147342,0.730382979
KYSE510_OESOPHAGUS,0.978069378,0.377815187,0,0,0,,0,0,0,,0,0,,0,0,0,0.999682173,0.980897049,,0,0,0,0.990173259,0
KYSE520_OESOPHAGUS,0.990012549,0.356448293,0.391735852,0,0.731065512,0.717376053,0,0,0.528373569,0.186999202,0,0.6375947,0,0,0,0,0.999243174,0.981283097,0.453791976,0,0.56954363,0,0.470513523,0.588495255
KYSE70_OESOPHAGUS,0.992455468,0.84281078,0,0,0.656960785,,,0,0,,0,0.91989208,,0,0,0,0.999065981,0.993791542,,0,0.586924553,0.746922284,0.800783813,0.564140588
L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,,,,,,,,,,,,,,,,,,,
L33_PANCREAS,0.980334891,0,0,0,0.466275215,0.990732323,0,0,0.73442784,0,0,0,0,0,0,0,0.999330634,0.991800916,0.76197581,0,0,0,0.968180325,0
L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.997035789,0.92523697,0.084703267,0,0,0.993706367,0.290082395,0.988707061,0,0,0,0,0.888512276,0.807519376,0.441351652,0,0.999598683,0.998965473,0.950545132,0.393275678,0.97680245,0.930133745,0.996105763,0
L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.843247235,0,0,0,0,0.953711327,0,0,0,0.181221306,0,0,0.445200145,0,0,0,0.987285734,0.992712678,0.950213548,0.269426882,0,0.347759605,0.953218076,0
L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,,,,,,,,,,,,,,,,,,,
LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,,,,,,,,,,,,,,,,,,,
LC1F_LUNG,,,,,,,,,,,,,,,,,,,,,,,,
LC1SQSF_LUNG,0.963764828,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.996970511,0.982180381,0.078594744,0,0,0,0.133774281,0.310715437
LCLC103H_LUNG,0.541693837,0,0,0,0,0.855929494,0,0,0,0,0,0,0,0,0,0,0.997383849,0.98699236,0.51287353,0,0.054897845,0,0.876937695,0
LCLC97TM1_LUNG,,,,,,,,,,,,,,,,,,,,,,,,
LI7_LIVER,,,,,,,,,,,,,,,,,,,,,,,,
LK2_LUNG,,,,,,,,,,,,,,,,,,,,,,,,
LMSU_STOMACH,,,,,,,,,,,,,,,,,,,,,,,,
LN18_CENTRAL_NERVOUS_SYSTEM,0.992450251,0.437821984,0,0,0,0.90622247,0.268805252,0,0,0,0,0,0,0.72001639,0.563604623,,0.993290939,0.990919611,0.877383031,0,0.855902508,0.688852638,0.960019499,
LN215_CENTRAL_NERVOUS_SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,
LN229_CENTRAL_NERVOUS_SYSTEM,0.992354078,0,0,0,0,,0,0,0,0.199847877,0,0.377423227,0,0.026038885,0,0,0.998100112,0.990272985,0.554589987,0,0.64586091,0,0.60471037,0
LN235_CENTRAL_NERVOUS_SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,
LN319_CENTRAL_NERVOUS_SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,
LN340_CENTRAL_NERVOUS_SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,
LN382_CENTRAL_NERVOUS_SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,
LN428_CENTRAL_NERVOUS_SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,
LN443_CENTRAL_NERVOUS_SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,
LN464_CENTRAL_NERVOUS_SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,
LNCAPCLONEFGC_PROSTATE,,,,,,,,,,,,,,,,,,,,,,,,
LNZ308_CENTRAL_NERVOUS_SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,
LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,,,,,,,,,,,,,,,,,,,
LOUNH91_LUNG,0,0,0,0,0,0.990415527,0,0,0,0,0,0,0,0,0,0,0.999142708,0.977202358,0,0,0.715008706,0,0.941701874,0
LOVO_LARGE_INTESTINE,,,,,,,,,,,,,,,,,,,,,,,,
LOXIMVI_SKIN,0.976822753,0,0.701425284,0.926287286,0,,0,0,0,,0,0.874665439,0,0.338598073,0,0,0.999428951,0.991322191,0.66138491,0,0.462391198,0,0.986240489,0
LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.923650377,0.96949514,0,0,0,0.87373203,0.81337321,0,0.77757686,0.496191204,0,0,0,0.948155501,0,0,0,0.998092567,0,0.903138654,0.816406037,0,0.88228704,0
LS1034_LARGE_INTESTINE,,,,,,,,,,,,,,,,,,,,,,,,
LS123_LARGE_INTESTINE,0.956342772,0.045193613,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.956379645,0.994099245,0,0,0.374287963,0,0.419461906,0
LS180_LARGE_INTESTINE,,,,,,,,,,,,,,,,,,,,,,,,
LS411N_LARGE_INTESTINE,0.989775813,0.625482917,0,0.982551487,0,,0,0,0,,0,0.998370457,,0,0,0.884339422,0.999676153,0.995510539,0.762151256,0,0.672526866,0.08338064,0.941582643,0
LS513_LARGE_INTESTINE,0.996363748,0.93258021,0,0.945442613,0,0.972633375,0.731276002,0,0.639930934,0,0,0.996015722,0.433991849,0.093351603,0,0,0.997646925,0.993272259,0.864585019,0,0.980447549,0.881144021,0.910343695,0
LU65_LUNG,,,,,,,,,,,,,,,,,,,,,,,,
LU99_LUNG,0.993462674,0.753002331,0,0.840668961,0.294485509,0.995593623,0.023627043,0,0.509170353,0,0,0.968285732,0.681359977,0.63293308,0,0.406950653,0.9996875,0.992059488,0.949767206,0.436092079,0.847257361,0.865554437,0.99349653,0.360095799
LUDLU1_LUNG,0.993912988,0.820711637,0.306679964,0,0.793438479,,0,0,0.710044738,0.463818073,0,0,0,0,0,0,0.999532456,0.994533743,0.610221714,0,0.85754703,0,0.992798148,0.771751583
LXF289_LUNG,,,,,,,,,,,,,,,,,,,,,,,,
M059J,0.988392045,0,0,0,0,,0,0.917772502,0,0,0,0,0,0,0,0,0.998989676,0.983667823,0.510901481,0,0.672063708,0.389695466,0.8263475,0
M059K_CENTRAL_NERVOUS_SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,
M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,,,,,,,,,,,,,,,,,,,
MALME3M_SKIN,0.988659602,0.643113881,0,0.994226568,0,0.767754868,0,0,0.084323585,0.448539496,0,0.999480647,0,0.25569725,0,0.964308988,0.997809013,0.994896812,0.952277366,0.026038885,0,0.498168588,0.426631987,0.099306941
MB157_BREAST,0.984401021,0.961293951,0.275495589,0,0,0.972435495,0,0,0,0.596884762,0,0,0,0,0,0,0.999139092,0.994076448,0.446681082,0,0.958065092,0.603201538,0.989829232,0.671852052
MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.907330886,0,0,0,0,,0,0,0,0,0,0,0.000314891,0,0,0,0.998506478,0.986128218,0,0,0,0,0.984133728,0
MCAS_OVARY,0.990878368,0.238464415,0,0.209499657,0,0.898244463,0,0,0.209487557,0,0,0.88184499,0,0.338323653,0,0,0.999178006,0.990025888,0.064948857,0,0.583112389,0.043064416,0.925634436,0
MCF7_BREAST,0.99765487,0.910492927,0,0,0,0.949736331,0,0,0.644350767,0,0,0,0,0.984676042,0,0,0.9996875,,0.683544248,0,0.959513314,0.185974479,0.912425615,0
MDAMB134VI_BREAST,,,,,,,,,,,,,,,,,,,,,,,,
MDAMB157_BREAST,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.989298699,0,0,0.885764172,0.609022349,0.972619498,0
MDAMB175VII_BREAST,0.995896583,0,0.698965937,0,0.701122403,,0,0,0.941407386,0,0,0.502016008,0,0,0,0,0,0.988323188,0,0,0,0,0.791089773,0
MDAMB231_BREAST,,,,,,,,,,,,,,,,,,,,,,,,
MDAMB361_BREAST,,,,,,,,,,,,,,,,,,,,,,,,
MDAMB415_BREAST,0.997699077,0.452197996,0,0,0,,0,0,0,0.503162175,0,0,0.222386168,0,0,0,0,0.993509006,0.776978495,0,0,0.328936815,0.770862842,0
MDAMB435S_SKIN,0.990471605,0.28910023,0,0.947301786,0,0.950931072,0,0,0,0.197361052,0,0.996615318,0.814412475,0.088295698,0,0.710894644,0.99960054,0.992750864,0.63610521,0,0.871670932,0,0.968410205,0
MDAMB436_BREAST,0,0,0,0,0,,0,0,0,0,0,0,0,0.010961592,0,0,0.997912766,0.981862502,0.678982019,0,0.587520599,0.12848872,0.902381629,0
MDAMB453_BREAST,0.998058691,0.433722258,0,0,0,0.986119265,0,0,0.820262536,0,0,0.656010926,0,0,0,0,0.999682173,0.99867639,0.658522338,0.468124926,0.965651262,0.088435769,0.972789737,0
MDAMB468_BREAST,0.954121217,0.647077411,0.019388199,0,0.855833843,0.979488233,0.93616099,0,0.710930169,0.459692121,0,0,0,0.297492027,0.363639277,0,0.9996875,0.964657623,0.871451929,0.696975027,0.651554078,0.874413329,0.975554885,0.705484152
MDAPCA2B_PROSTATE,,,,,,,,,,,,,,,,,,,,,,,,
MDST8_LARGE_INTESTINE,,,,,,,,,,,,,,,,,,,,,,,,
ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,,,,,,,,,,,,,,,,,,,
MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.945614155,0,0,0,0,0.99050069,0.57136485,0,0,0.248966813,0,0,0.070234239,0.198556185,0.305080533,0,0.997444935,0.997781375,0.586289495,0.064877033,0.889412992,0.486628532,0.992733135,0
MEC2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,,,,,,,,,,,,,,,,,,,
MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.868727967,0,0.854349539,0.744810253,0,0.937517759,0,0,0,0.991341366,0,0.965465348,0,0.67775175,0,0,0.991442788,0.99218558,0.85828042,0,0,0.576496214,0.927892231,0.803881019
MELHO_SKIN,0,0.353972018,0,0.986487659,0,0.964679334,0,0,0.180944502,0.091706634,0,0.998272156,0,0.105759084,0,0.960877974,0.998295592,0.996045236,0.852065265,0.202424944,0.325205028,0.274626911,0.874621138,0.354140699
MELJUSO_SKIN,,,,,,,,,,,,,,,,,,,,,,,,
MESSA_SOFT_TISSUE,0.995273527,0,0,0,0,,0,0,0,0,0,0,0,0.470708728,0,0,0.999145417,0.986969961,0.212275624,0,0.186624467,0,0.985796139,0
MEWO_SKIN,0,0,0,0,0,0.810779941,0,0,0,0,0,0,0,0,0,0,0.997094666,0.986685059,0,0,0.247581065,0,0,0
MFE280_ENDOMETRIUM,0.974059146,0,0,0,0,0.907042876,0.026203454,0,0,0,0,0,0,0,0,0,0.996687588,0.994307065,0.82708887,0,0.788171672,0,0.721453518,0.589442372
MFE296_ENDOMETRIUM,0.958990645,0.062273324,0.345018506,0,0,,0,0,0,,0,0.034781933,,0,0,0,0.999228158,0.992433415,0.91165679,0,0.169643998,0.679194003,0.9916585,0.77375187
MFE319_ENDOMETRIUM,0.990037808,0.037269771,0.997284526,0,0.797211379,,0,0.998469381,0.871634619,,0,0.708496797,,0,0,0,0.999664326,0.992540976,,0,0,0.502788037,0.736929089,0.885806516
MG63_BONE,0.89817097,0.536162168,0,0,0,0.974160565,0,0,0,0,0,0,0,0.29374814,0,0,0.999366287,0.98417438,0,0,0.86139375,0.287733853,0.968474682,0
MHHCALL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,,,,,,,,,,,,,,,,,,,
MHHCALL3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,,,,,,,,,,,,,,,,,,,
MHHCALL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,,,,,,,,,,,,,,,,,,,
